Ayah_number	sura name	chapter_number	meaning	content_ar	assudais	alafasy	almuaiqly	translation
40	Al-Baqara--البقرة	2	The Cow	يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُوا بِعَهْدِي أُوفِ بِعَهْدِكُمْ وَإِيَّايَ فَارْهَبُونِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002040.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002040.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002040.mp3	O Children of Israel! call to mind the (special) favour which I bestowed upon you, and fulfil your covenant with Me as I fulfil My Covenant with you, and fear none but Me.
41	Al-Baqara--البقرة	2	The Cow	وَآمِنُوا بِمَا أَنزَلْتُ مُصَدِّقًا لِّمَا مَعَكُمْ وَلَا تَكُونُوا أَوَّلَ كَافِرٍ بِهِ ۖ وَلَا تَشْتَرُوا بِآيَاتِي ثَمَنًا قَلِيلًا وَإِيَّايَ فَاتَّقُونِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002041.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002041.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002041.mp3	And believe in what I reveal, confirming the revelation which is with you, and be not the first to reject Faith therein, nor sell My Signs for a small price; and fear Me, and Me alone.
42	Al-Baqara--البقرة	2	The Cow	وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَأَنتُمْ تَعْلَمُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002042.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002042.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002042.mp3	And cover not Truth with falsehood, nor conceal the Truth when ye know (what it is).
43	Al-Baqara--البقرة	2	The Cow	وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَارْكَعُوا مَعَ الرَّاكِعِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002043.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002043.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002043.mp3	And be steadfast in prayer; practise regular charity; and bow down your heads with those who bow down (in worship).
44	Al-Baqara--البقرة	2	The Cow	۞ أَتَأْمُرُونَ النَّاسَ بِالْبِرِّ وَتَنسَوْنَ أَنفُسَكُمْ وَأَنتُمْ تَتْلُونَ الْكِتَابَ ۚ أَفَلَا تَعْقِلُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002044.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002044.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002044.mp3	Do ye enjoin right conduct on the people, and forget (To practise it) yourselves, and yet ye study the Scripture? Will ye not understand?
45	Al-Baqara--البقرة	2	The Cow	وَاسْتَعِينُوا بِالصَّبْرِ وَالصَّلَاةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى الْخَاشِعِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002045.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002045.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002045.mp3	Nay, seek (Allah's) help with patient perseverance and prayer: It is indeed hard, except to those who bring a lowly spirit,-
46	Al-Baqara--البقرة	2	The Cow	الَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَاقُو رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَاجِعُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002046.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002046.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002046.mp3	Who bear in mind the certainty that they are to meet their Lord, and that they are to return to Him.
47	Al-Baqara--البقرة	2	The Cow	يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى الْعَالَمِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002047.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002047.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002047.mp3	Children of Israel! call to mind the (special) favour which I bestowed upon you, and that I preferred you to all other (for My Message).
48	Al-Baqara--البقرة	2	The Cow	وَاتَّقُوا يَوْمًا لَّا تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئًا وَلَا يُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ يُنصَرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002048.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002048.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002048.mp3	Then guard yourselves against a day when one soul shall not avail another nor shall intercession be accepted for her, nor shall compensation be taken from her, nor shall anyone be helped (from outside).
49	Al-Baqara--البقرة	2	The Cow	وَإِذْ نَجَّيْنَاكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ يُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُم بَلَاءٌ مِّن رَّبِّكُمْ عَظِيمٌ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002049.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002049.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002049.mp3	And remember, We delivered you from the people of Pharaoh: They set you hard tasks and punishments, slaughtered your sons and let your women-folk live; therein was a tremendous trial from your Lord.
50	Al-Baqara--البقرة	2	The Cow	وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002050.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002050.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002050.mp3	And remember We divided the sea for you and saved you and drowned Pharaoh's people within your very sight.
51	Al-Baqara--البقرة	2	The Cow	وَإِذْ وَاعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002051.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002051.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002051.mp3	And remember We appointed forty nights for Moses, and in his absence ye took the calf (for worship), and ye did grievous wrong.
52	Al-Baqara--البقرة	2	The Cow	ثُمَّ عَفَوْنَا عَنكُم مِّن بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002052.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002052.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002052.mp3	Even then We did forgive you; there was a chance for you to be grateful.
53	Al-Baqara--البقرة	2	The Cow	وَإِذْ آتَيْنَا مُوسَى الْكِتَابَ وَالْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002053.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002053.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002053.mp3	And remember We gave Moses the Scripture and the Criterion (Between right and wrong): There was a chance for you to be guided aright.
54	Al-Baqara--البقرة	2	The Cow	وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِاتِّخَاذِكُمُ الْعِجْلَ فَتُوبُوا إِلَىٰ بَارِئِكُمْ فَاقْتُلُوا أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002054.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002054.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002054.mp3	"And remember Moses said to his people: ""O my people! Ye have indeed wronged yourselves by your worship of the calf: So turn (in repentance) to your Maker, and slay yourselves (the wrong-doers); that will be better for you in the sight of your Maker."" Then He turned towards you (in forgiveness): For He is Oft-Returning, Most Merciful."
55	Al-Baqara--البقرة	2	The Cow	وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْكُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002055.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002055.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002055.mp3	"And remember ye said: ""O Moses! We shall never believe in thee until we see Allah manifestly,"" but ye were dazed with thunder and lighting even as ye looked on."
56	Al-Baqara--البقرة	2	The Cow	ثُمَّ بَعَثْنَاكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002056.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002056.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002056.mp3	Then We raised you up after your death: Ye had the chance to be grateful.
57	Al-Baqara--البقرة	2	The Cow	وَظَلَّلْنَا عَلَيْكُمُ الْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوَىٰ ۖ كُلُوا مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002057.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002057.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002057.mp3	"And We gave you the shade of clouds and sent down to you Manna and quails, saying: ""Eat of the good things We have provided for you:"" (But they rebelled); to us they did no harm, but they harmed their own souls."
58	Al-Baqara--البقرة	2	The Cow	وَإِذْ قُلْنَا ادْخُلُوا هَٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002058.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002058.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002058.mp3	"And remember We said: ""Enter this town, and eat of the plenty therein as ye wish; but enter the gate with humility, in posture and in words, and We shall forgive you your faults and increase (the portion of) those who do good."""
59	Al-Baqara--البقرة	2	The Cow	فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002059.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002059.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002059.mp3	But the transgressors changed the word from that which had been given them; so We sent on the transgressors a plague from heaven, for that they infringed (Our command) repeatedly.
60	Al-Baqara--البقرة	2	The Cow	۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002060.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002060.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002060.mp3	"And remember Moses prayed for water for his people; We said: ""Strike the rock with thy staff."" Then gushed forth therefrom twelve springs. Each group knew its own place for water. So eat and drink of the sustenance provided by Allah, and do no evil nor mischief on the (face of the) earth."
61	Al-Baqara--البقرة	2	The Cow	وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002061.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002061.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002061.mp3	"And remember ye said: ""O Moses! we cannot endure one kind of food (always); so beseech thy Lord for us to produce for us of what the earth groweth, -its pot-herbs, and cucumbers, Its garlic, lentils, and onions."" He said: ""Will ye exchange the better for the worse? Go ye down to any town, and ye shall find what ye want!"" They were covered with humiliation and misery; they drew on themselves the wrath of Allah. This because they went on rejecting the Signs of Allah and slaying His Messengers without just cause. This because they rebelled and went on transgressing."
62	Al-Baqara--البقرة	2	The Cow	إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالنَّصَارَىٰ وَالصَّابِئِينَ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002062.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002062.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002062.mp3	Those who believe (in the Qur'an), and those who follow the Jewish (scriptures), and the Christians and the Sabians,- any who believe in Allah and the Last Day, and work righteousness, shall have their reward with their Lord; on them shall be no fear, nor shall they grieve.
63	Al-Baqara--البقرة	2	The Cow	وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاذْكُرُوا مَا فِيهِ لَعَلَّكُمْ تَتَّقُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002063.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002063.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002063.mp3	"And remember We took your covenant and We raised above you (The towering height) of Mount (Sinai): (Saying): ""Hold firmly to what We have given you and bring (ever) to remembrance what is therein: Perchance ye may fear Allah."""
64	Al-Baqara--البقرة	2	The Cow	ثُمَّ تَوَلَّيْتُم مِّن بَعْدِ ذَٰلِكَ ۖ فَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ لَكُنتُم مِّنَ الْخَاسِرِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/002064.mp3	http://www.everyayah.org/data/Alafasy_64kbps/002064.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/002064.mp3	But ye turned back thereafter: Had it not been for the Grace and Mercy of Allah to you, ye had surely been among the lost.
